Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Projects_Score,Total_Score
S3205,Ali,Jones,student2205@university.com,Female,18,Business,68.41,57.04,89.89,65.62,70.17,75.7175
S3206,John,Jones,student2206@university.com,Male,24,Mathematics,51.96,77.75,68.8,56.58,76.25,65.0955
S3207,Maria,Jones,student2207@university.com,Female,21,Business,66.34,75.05,72.86,52.17,83.14,69.758
S3208,Sara,Williams,student2208@university.com,Male,22,Engineering,94.42,78.03,98.46,82.2,70.05,72.166
S3209,Ali,Brown,student2209@university.com,Male,23,Engineering,51.28,83.04,51.61,77.61,52.56,65.3815
S3210,Ahmed,Davis,student2210@university.com,Female,24,CS,70.32,41.14,66.76,61.46,62.64,65.44800000000001
S3211,John,Brown,student2211@university.com,Female,20,CS,51.57,46.31,74.31,91.58,59.72,67.277
S3212,Sara,Williams,student2212@university.com,Female,18,Business,68.55,61.57,50.07,86.78,98.87,72.6875
S3213,John,Jones,student2213@university.com,Male,22,CS,58.63,49.29,94.96,63.82,86.98,74.291
S3214,Sara,Johnson,student2214@university.com,Female,22,Mathematics,62.61,44.52,64.31,87.67,72.58,68.893
S3215,Sara,Jones,student2215@university.com,Male,20,Business,93.88,78.46,62.89,62.25,53.17,59.68600000000001
S3216,Emma,Jones,student2216@university.com,Female,20,Engineering,71.8,88.92,91.02,83.76,55.79,69.354
S3217,Ali,Williams,student2217@university.com,Female,20,Engineering,63.69,85.16,63.9,55.93,90.64,73.29650000000001
S3218,Liam,Brown,student2218@university.com,Male,23,Mathematics,79.47,89.02,82.88,84.61,97.27,91.71699999999998
S3219,John,Jones,student2219@university.com,Male,23,CS,57.11,79.95,91.08,61.94,51.57,71.2495
S3220,Liam,Brown,student2220@university.com,Female,18,Business,62.97,84.12,89.62,78.62,95.52,84.634
S3221,John,Smith,student2221@university.com,Female,20,Business,77.31,56.31,89.1,58.62,69.03,75.23
S3222,Emma,Davis,student2222@university.com,Female,21,Mathematics,61.88,99.58,54.43,86.3,60.68,75.373
S3223,Ahmed,Brown,student2223@university.com,Female,22,CS,83.96,50.99,53.99,53.04,55.11,61.509
S3224,Liam,Johnson,student2224@university.com,Female,20,Business,74.57,52.87,65.34,58.27,88.59,63.18299999999999
S3225,Ahmed,Davis,student2225@university.com,Male,22,Mathematics,88.6,57.34,51.8,59.21,73.45,64.202
S3226,Omar,Johnson,student2226@university.com,Male,19,Business,97.41,98.52,75.02,52.07,91.62,83.3065
S3227,Ali,Jones,student2227@university.com,Male,24,Engineering,55.79,99.3,69.74,87.25,61.31,76.204
S3228,Ali,Davis,student2228@university.com,Male,19,Business,66.73,87.69,77.85,99.05,83.93,75.95750000000001
S3229,Maria,Brown,student2229@university.com,Female,20,Business,65.98,77.74,64.94,88.92,55.91,65.2745
S3230,Emma,Davis,student2230@university.com,Male,22,Business,57.56,71.2,74.29,93.03,54.49,67.191
S3231,Ahmed,Jones,student2231@university.com,Male,24,CS,90.52,98.24,66.74,50.3,56.67,61.003
S3232,Sara,Williams,student2232@university.com,Male,19,CS,87.99,81.74,59.76,55.89,90.45,69.4665
S3233,John,Johnson,student2233@university.com,Female,20,Mathematics,74.22,96.68,82.47,77.95,82.78,80.029
S3234,Ali,Jones,student2234@university.com,Male,22,CS,76.89,58.99,83.67,98.89,58.3,73.3955
S3235,Liam,Williams,student2235@university.com,Female,20,Business,52.98,60.03,91.46,83.04,69.24,73.4145
S3236,John,Davis,student2236@university.com,Male,23,Business,77.78,91.28,93.74,68.71,88.18,85.13550000000001
S3237,John,Davis,student2237@university.com,Female,22,CS,89.57,48.99,85.22,57.31,64.28,71.7715
S3238,Maria,Jones,student2238@university.com,Male,19,CS,78.69,96.76,84.37,57.64,96.06,82.399
S3239,Ahmed,Brown,student2239@university.com,Female,20,Business,63.27,70.45,52.83,68.14,95.73,69.685
S3240,Ali,Davis,student2240@university.com,Male,19,Business,83.38,95.58,55.49,85.69,77.65,68.0895
S3241,John,Brown,student2241@university.com,Female,20,Engineering,68.07,60.21,90.63,51.59,81.6,77.70249999999999
S3242,Ali,Brown,student2242@university.com,Female,18,Mathematics,77.24,82.96,61.65,92.61,82.66,70.07300000000001
S3243,Sara,Brown,student2243@university.com,Male,19,CS,74.38,68.97,67.78,97.08,62.92,72.959
S3244,Maria,Smith,student2244@university.com,Female,19,Mathematics,69.06,77.61,57.26,94.44,68.27,70.463
S3245,Sara,Williams,student2245@university.com,Female,21,Business,85.94,70.26,59.76,95.65,56.8,70.53049999999999
S3246,Ali,Williams,student2246@university.com,Male,24,Mathematics,94.19,98.03,88.77,50.77,96.24,80.61399999999999
S3247,Omar,Davis,student2247@university.com,Male,23,CS,50.26,81.53,63.09,98.89,86.19,80.654
S3248,Liam,Davis,student2248@university.com,Female,19,CS,96.68,55.08,72.45,68.32,52.32,58.5825
S3249,Ali,Brown,student2249@university.com,Male,22,Mathematics,75.58,94.58,57.58,93.46,77.47,74.1685
S3250,Ahmed,Smith,student2250@university.com,Male,24,CS,85.04,57.64,83.9,59.34,67.15,70.7975
S3251,John,Brown,student2251@university.com,Male,20,Engineering,92.78,62.3,86.41,72.33,90.76,83.7275
S3252,John,Smith,student2252@university.com,Female,18,Business,73.36,46.13,68.08,52.21,67.19,64.332
S3253,Sara,Brown,student2253@university.com,Female,22,Business,91.75,94,89.24,52,82.21,82.799
S3254,Liam,Johnson,student2254@university.com,Female,24,CS,58.88,57.17,62,97.16,58.29,66.901
S3255,Maria,Johnson,student2255@university.com,Female,22,Business,57.96,55.54,84.6,90.53,77.94,79.6685
S3256,Omar,Jones,student2256@university.com,Female,22,Engineering,82.87,95.22,86.5,76.49,64.69,71.449
S3257,Emma,Brown,student2257@university.com,Female,22,CS,93.51,88.33,98.43,76.27,58.24,69.0005
S3258,Liam,Davis,student2258@university.com,Female,24,Engineering,94.62,48.46,61.62,87.44,80.96,64.19399999999999
S3259,John,Williams,student2259@university.com,Male,18,Engineering,82.19,86.16,54.69,67.08,81.93,78.7695
S3260,Ahmed,Jones,student2260@university.com,Female,21,Business,76.27,94.78,63.15,88.09,99.17,87.02449999999999
S3261,Liam,Davis,student2261@university.com,Female,23,Business,66.57,44.71,56.14,74.25,83.46,72.8655
S3262,Sara,Johnson,student2262@university.com,Male,19,Mathematics,99,89.51,58.48,81.9,75.79,69.60050000000001
S3263,Sara,Brown,student2263@university.com,Male,24,Engineering,65.98,72.85,66.71,98.24,95.63,75.57449999999999
S3264,Emma,Jones,student2264@university.com,Male,22,Business,87.21,80.15,70.7,73.57,91.41,83.5625
S3265,Ahmed,Brown,student2265@university.com,Female,19,Engineering,76.6,69.57,95.19,70.92,77.44,68.5955
S3266,Maria,Johnson,student2266@university.com,Male,24,Mathematics,80.43,81.87,59.78,95.29,75.57,79.935
S3267,Liam,Jones,student2267@university.com,Female,19,Engineering,69.67,42.05,98.59,95.13,97.1,79.60149999999999
S3268,Ahmed,Johnson,student2268@university.com,Female,22,CS,98.24,85.76,90.51,99.62,80.86,81.798
S3269,Maria,Smith,student2269@university.com,Female,21,Mathematics,78.58,42,94.07,77.54,85.69,78.4865
S3270,Ahmed,Johnson,student2270@university.com,Male,24,Mathematics,96.89,67.32,96.47,67.21,54.33,63.898500000000006
S3271,Ahmed,Brown,student2271@university.com,Male,19,Engineering,50.38,49.06,87.66,62.02,85.92,69.2735
S3272,Ali,Williams,student2272@university.com,Female,20,Engineering,78.63,89.41,89.44,51.7,63.23,75.2815
S3273,Sara,Johnson,student2273@university.com,Female,19,Business,85.86,58.82,71.89,86.34,55.78,69.2995
S3274,Liam,Davis,student2274@university.com,Female,23,CS,87.25,67.25,75.52,61.67,92.48,77.5415
S3275,Ahmed,Williams,student2275@university.com,Male,22,Mathematics,95.25,65.73,96.62,80.33,84.56,79.376
S3276,Liam,Smith,student2276@university.com,Female,18,Mathematics,50.22,86.35,68.91,95.83,70.38,69.5135
S3277,Emma,Jones,student2277@university.com,Male,19,Mathematics,50.02,68.87,52.1,97.51,71.57,66.375
S3278,Ahmed,Jones,student2278@university.com,Female,21,Business,73.61,87.34,88.14,50.22,59.86,67.18700000000001
S3279,John,Williams,student2279@university.com,Male,20,CS,51.46,44.41,78.66,65.85,50.48,59.597
S3280,Sara,Jones,student2280@university.com,Female,20,Mathematics,98.73,51.5,90.74,91.87,67.47,71.1465
S3281,John,Johnson,student2281@university.com,Male,18,Mathematics,61.1,73.09,53.78,76.82,57.42,70.186
S3282,Liam,Williams,student2282@university.com,Male,23,Business,73.63,96.83,81.06,90.38,71.09,69.9885
S3283,Liam,Brown,student2283@university.com,Male,18,Engineering,53.06,44.49,62.39,92.67,91.69,76.2285
S3284,Sara,Johnson,student2284@university.com,Male,23,Mathematics,76.1,42.59,95.16,72.13,55.74,58.410000000000004
S3285,Liam,Johnson,student2285@university.com,Male,19,CS,69,49.39,55.5,67.95,54.59,53.295500000000004
S3286,John,Johnson,student2286@university.com,Male,22,CS,52.23,78.47,92.15,72.77,95.11,80.76299999999999
S3287,Ahmed,Brown,student2287@university.com,Female,21,CS,66.76,63.94,54.43,82.64,87.26,77.5525
S3288,Ahmed,Smith,student2288@university.com,Female,20,CS,69.57,89.53,51.25,68.36,52.65,58.318
S3289,Ali,Davis,student2289@university.com,Female,18,Business,99.5,44.32,61.75,88.75,53.98,64.2795
S3290,Emma,Jones,student2290@university.com,Female,21,Mathematics,60.39,51.78,66.65,95.2,84.25,74.42699999999999
S3291,Liam,Williams,student2291@university.com,Male,23,Business,77.24,58,81.33,64.12,68.52,61.74999999999999
S3292,John,Smith,student2292@university.com,Female,22,CS,99.37,77.6,56.59,98.25,86.21,77.3265
S3293,Liam,Williams,student2293@university.com,Male,20,CS,89.6,81.11,71.87,81.14,70.22,76.867
S3294,Liam,Jones,student2294@university.com,Male,20,CS,99.67,47.45,60.21,93.91,98.39,75.4045
S3295,Maria,Brown,student2295@university.com,Male,23,Business,98.41,96.63,92.77,55.2,84.72,72.18599999999999
S3296,Ali,Johnson,student2296@university.com,Female,22,CS,74.48,60.46,52.25,62.57,52.33,61.37499999999999
S3297,John,Johnson,student2297@university.com,Male,20,Mathematics,84.82,82.79,67.8,66.05,66.53,72.75500000000001
S3298,John,Brown,student2298@university.com,Female,22,CS,55.52,71.45,81.57,65.14,78.18,66.941
S3299,Liam,Smith,student2299@university.com,Female,20,Mathematics,72.06,53.37,95.65,58.59,57.09,57.774
S3300,Ali,Smith,student2300@university.com,Female,19,Mathematics,90.45,90.77,93.4,93.41,50.13,69.213
S3301,Ahmed,Williams,student2301@university.com,Female,23,CS,75.27,89.09,94.76,70.93,53.97,64.4415
S3302,John,Brown,student2302@university.com,Female,22,Business,85.13,63.76,53.14,98.16,76.21,66.2915
S3303,Ahmed,Smith,student2303@university.com,Male,21,Engineering,87.29,75.32,92.05,79.17,81.61,76.808
S3304,Ali,Brown,student2304@university.com,Male,19,Engineering,62.67,55.47,89,56.92,54.65,64.2875
S3305,Ahmed,Jones,student2305@university.com,Female,24,Mathematics,93.78,81.39,95.12,77.3,83.26,82.8895
S3306,Sara,Johnson,student2306@university.com,Male,21,Business,72.99,58.54,65.58,99.68,80.86,75.5115
S3307,Maria,Johnson,student2307@university.com,Female,23,Engineering,60.51,90.64,95.59,78.26,96.99,89.81
S3308,Omar,Johnson,student2308@university.com,Male,20,CS,93.27,53.04,70.13,50.09,92.03,69.3885
S3309,John,Brown,student2309@university.com,Male,24,CS,70.89,40.89,81.7,96.65,97.16,73.22399999999999
S3310,Emma,Brown,student2310@university.com,Male,21,Mathematics,87.52,56.11,71.21,61.74,98.31,74.66499999999999
S3311,Maria,Williams,student2311@university.com,Male,19,Business,77.4,51.46,71.38,84.43,72.04,74.581
S3312,Omar,Johnson,student2312@university.com,Male,24,Business,69.09,70.5,77.33,75.75,74.4,66.182
S3313,Ahmed,Williams,student2313@university.com,Male,24,Engineering,90.49,52.22,67.8,66.27,64.08,59.03150000000001
S3314,John,Johnson,student2314@university.com,Male,22,Engineering,79.22,85.79,89.64,64.13,75.42,74.436
S3315,Ahmed,Williams,student2315@university.com,Male,18,CS,69.53,54.48,81.68,96.44,57.54,65.3175
S3316,Sara,Williams,student2316@university.com,Male,21,Mathematics,55.48,82.42,84.49,95.6,83.57,77.1225
S3317,Ali,Jones,student2317@university.com,Male,18,Business,94.77,74.71,61.55,75.66,51.25,60.2675
S3318,John,Williams,student2318@university.com,Male,23,Engineering,51.77,99.17,98.48,62.92,61.78,72.471
S3319,Omar,Brown,student2319@university.com,Male,21,Engineering,93.16,99.99,83.01,55.12,60.4,73.542
S3320,Omar,Williams,student2320@university.com,Male,21,Mathematics,68,92.17,59.86,57.83,96.89,76.7695
S3321,Sara,Johnson,student2321@university.com,Female,22,Mathematics,81.97,85.6,87.52,76.11,57.25,74.1615
S3322,Sara,Williams,student2322@university.com,Male,20,CS,96.11,63.19,58.69,65.39,94.54,71.348
S3323,Liam,Smith,student2323@university.com,Male,19,Mathematics,57.59,85.2,53.17,52.1,56.22,64.00649999999999
S3324,John,Davis,student2324@university.com,Male,19,CS,78.35,97.4,76.38,72.76,82.53,76.75450000000001
S3325,Ahmed,Johnson,student2325@university.com,Male,19,CS,88.22,41.4,77.68,87.31,65.99,68.94749999999999
S3326,Emma,Smith,student2326@university.com,Male,23,Mathematics,87.88,72.27,59.45,94.58,65.8,63.47099999999999
S3327,Omar,Johnson,student2327@university.com,Male,24,Mathematics,76.28,53.08,67.42,79.26,99.91,72.979
S3328,Omar,Brown,student2328@university.com,Female,20,Mathematics,81.24,73.47,97.29,86.16,61.3,76.17999999999999
S3329,Sara,Davis,student2329@university.com,Female,18,Mathematics,87.88,67.99,64.25,68.2,60.13,60.475
S3330,Maria,Davis,student2330@university.com,Female,19,Mathematics,92.05,74.55,57.78,74.81,79.47,66.134
S3331,Sara,Brown,student2331@university.com,Male,18,CS,88.09,73.06,99.63,86.48,87.04,77.326
S3332,Emma,Davis,student2332@university.com,Male,20,Engineering,67.7,97.61,65.12,86.38,99.13,78.12899999999999
S3333,Ahmed,Brown,student2333@university.com,Male,23,Business,99.84,73.13,84.01,71.23,85.07,71.9925
S3334,Ahmed,Smith,student2334@university.com,Female,20,Business,71.73,90.77,61.58,77.18,78.09,83.2625
S3335,Maria,Jones,student2335@university.com,Male,22,CS,51.22,59.19,77.51,96.19,70.46,71.1695
S3336,Omar,Johnson,student2336@university.com,Male,24,CS,68.13,66.29,69.31,81.6,79.76,69.4005
S3337,Sara,Brown,student2337@university.com,Female,19,Engineering,56.39,68.22,98.08,82.13,80.04,81.4675
S3338,Liam,Johnson,student2338@university.com,Female,23,Mathematics,56.07,56.72,71.64,89.23,60.89,70.9065
S3339,Ahmed,Smith,student2339@university.com,Male,22,CS,64.08,62.79,79.21,55.76,83.56,76.3815
S3340,Emma,Jones,student2340@university.com,Male,19,Business,52.67,75.91,97.24,76.14,60.22,75.985
S3341,John,Smith,student2341@university.com,Male,20,Mathematics,84.43,74.81,99.46,97.97,74.5,82.0625
S3342,Ali,Davis,student2342@university.com,Male,20,CS,53.7,78.19,55.08,68.08,62.99,71.71549999999999
S3343,Ali,Johnson,student2343@university.com,Female,21,Mathematics,60.16,61.11,91.72,64.75,65.64,66.349
S3344,Ali,Jones,student2344@university.com,Male,21,Business,54.64,58.95,69.11,80.06,80.69,72.467
S3345,Liam,Davis,student2345@university.com,Male,20,Mathematics,53.16,76.7,79.74,61.06,53.22,73.6305
S3346,Omar,Jones,student2346@university.com,Female,20,CS,63.39,47.97,68.75,77.8,50.6,64.8055
S3347,Sara,Davis,student2347@university.com,Male,18,CS,78.59,55.18,70.06,57.78,56.53,67.7705
S3348,Maria,Smith,student2348@university.com,Male,24,Business,98.23,42.53,57.94,78.99,58.44,54.551500000000004
S3349,Liam,Brown,student2349@university.com,Female,18,Engineering,93.78,44.36,78.64,80.12,59.89,63.809
S3350,Liam,Johnson,student2350@university.com,Female,24,Engineering,93.8,54.6,77.34,70.92,88.7,81.048
S3351,Ahmed,Williams,student2351@university.com,Male,22,Mathematics,58.8,41.17,59.47,69.14,72.34,61.2745
S3352,John,Williams,student2352@university.com,Female,21,CS,63.25,54.72,77.09,62.27,73.5,69.97099999999999
S3353,Liam,Smith,student2353@university.com,Female,21,CS,53.82,79.3,98.66,66.55,82.22,68.745
S3354,Emma,Johnson,student2354@university.com,Male,20,Business,88.92,43.67,85.72,74.92,86.46,73.791
S3355,John,Johnson,student2355@university.com,Female,20,Business,53.49,66.2,74.05,62.38,50.18,70.8545
S3356,Emma,Smith,student2356@university.com,Male,22,CS,77.83,94.79,95.8,89.14,92.84,82.4945
S3357,Omar,Johnson,student2357@university.com,Male,23,Business,62.39,87.48,78.77,85.45,99.42,74.0135
S3358,Sara,Brown,student2358@university.com,Male,23,Engineering,62.17,58.33,56.75,63.47,56.09,53.9735
S3359,Ali,Smith,student2359@university.com,Male,23,Engineering,99.54,95.49,77.38,54.87,82.55,79.9375
S3360,Liam,Brown,student2360@university.com,Female,21,Mathematics,87.84,59.78,59.05,50.01,50.12,59.04899999999999
S3361,Sara,Johnson,student2361@university.com,Male,18,Business,91.85,44.35,88.38,79.84,52.45,58.338499999999996
S3362,Omar,Smith,student2362@university.com,Male,23,Mathematics,78.6,99.64,98.36,60.57,64.25,68.80699999999999
S3363,Maria,Johnson,student2363@university.com,Male,19,Business,93.55,92.2,68.04,50.63,92.32,79.0725
S3364,Maria,Smith,student2364@university.com,Male,22,Business,82.27,67.96,71.75,67.95,82.63,76.988
S3365,Omar,Johnson,student2365@university.com,Female,23,Engineering,97.31,79.98,71.07,98.1,72.29,68.142
S3366,Emma,Brown,student2366@university.com,Female,19,CS,64.07,80.27,64.26,84.5,71.93,68.96600000000001
S3367,Ahmed,Brown,student2367@university.com,Female,23,Business,79.77,51.67,89.71,92.89,73.3,77.87599999999999
S3368,Ahmed,Johnson,student2368@university.com,Male,18,Business,84.51,52,80.89,57.24,65.55,64.61749999999999
S3369,Emma,Smith,student2369@university.com,Female,18,Business,69.65,68.17,53.2,53.66,93.89,78.2535
S3370,Maria,Williams,student2370@university.com,Female,23,CS,93.99,94.69,91.94,50.58,78.39,77.7495
S3371,Maria,Brown,student2371@university.com,Male,19,Mathematics,98.99,40.6,59.35,97.78,74.2,71.8005
S3372,Liam,Brown,student2372@university.com,Female,22,Mathematics,74.69,86.95,98.96,65.01,73.25,78.46499999999999
S3373,Maria,Davis,student2373@university.com,Male,19,Business,69.53,43.45,68.83,72.98,96.79,79.712
S3374,Sara,Williams,student2374@university.com,Female,22,Business,73.6,68.69,80.82,69.73,86.18,73.8385
S3375,Maria,Johnson,student2375@university.com,Female,23,Mathematics,92.64,78.27,53.89,86.52,57.24,61.7405
S3376,John,Smith,student2376@university.com,Female,22,Mathematics,82.27,81.21,67.23,65.5,71.85,69.61599999999999
S3377,Liam,Davis,student2377@university.com,Female,20,Engineering,52.24,43.51,90.12,76.77,64.42,74.04
S3378,Ali,Johnson,student2378@university.com,Male,21,Business,77.11,65.12,73.86,99.78,99.34,79.65700000000001
S3379,Maria,Jones,student2379@university.com,Male,24,Mathematics,50.87,75.03,95.23,72.2,70.77,70.11999999999999
S3380,Emma,Brown,student2380@university.com,Female,21,Engineering,88.93,43.96,78.76,77.56,53.39,62.241
S3381,Ali,Jones,student2381@university.com,Male,18,CS,66.42,48.11,96.43,75.13,70.56,63.799499999999995
S3382,Sara,Brown,student2382@university.com,Female,20,Business,73.6,79.82,99.13,90.16,66.07,70.5145
S3383,Emma,Brown,student2383@university.com,Female,21,Mathematics,89.93,71.3,72.69,63.34,79.98,67.4665
S3384,Ali,Jones,student2384@university.com,Female,23,Business,52.32,49.71,78.26,58.52,61.3,63.417500000000004
S3385,Emma,Jones,student2385@university.com,Female,22,Engineering,57.93,72.11,91.75,87.7,51.8,74.059
S3386,Sara,Johnson,student2386@university.com,Female,22,Mathematics,69.9,94.76,61.08,70.78,54.79,69.721
S3387,Liam,Davis,student2387@university.com,Female,19,CS,61.5,40.94,93.08,95.69,64.16,74.12
S3388,John,Davis,student2388@university.com,Male,19,CS,66.9,78.56,79.6,82.21,67.42,70.54849999999999
S3389,Sara,Jones,student2389@university.com,Male,22,Engineering,99.91,44.42,86.28,78.22,91.72,79.02550000000001
S3390,Sara,Johnson,student2390@university.com,Female,23,CS,91.27,40.39,53.99,53.52,63.5,51.319
S3391,Emma,Davis,student2391@university.com,Male,22,CS,94.2,49.04,88.31,86.52,51.57,58.068
S3392,Liam,Johnson,student2392@university.com,Female,19,CS,96.85,65.37,65.54,84.3,89.04,67.646
S3393,Omar,Johnson,student2393@university.com,Male,21,CS,67.05,88.14,90.26,82,93.45,82.5925
S3394,Ahmed,Brown,student2394@university.com,Male,18,CS,64.85,56.91,75.46,63.4,74.62,63.7915
S3395,Maria,Davis,student2395@university.com,Male,19,CS,61.7,77.54,63.73,97.34,64.25,68.7495
S3396,Maria,Davis,student2396@university.com,Female,23,CS,91.51,64.67,97.64,66.08,88.61,79.335
S3397,John,Brown,student2397@university.com,Male,21,Mathematics,83.98,54.06,88.25,57.61,50.44,59.836999999999996
S3398,John,Jones,student2398@university.com,Female,21,CS,61.81,70.85,99.28,99.36,96.2,85.6355
S3399,Maria,Brown,student2399@university.com,Female,21,Mathematics,68.85,87.85,68.22,87.31,93.28,76.9255
S3400,Ahmed,Davis,student2400@university.com,Female,20,Business,75.34,89.95,82.46,70.74,77.24,69.42749999999998
S3401,Maria,Davis,student2401@university.com,Male,20,Engineering,76.41,90.79,80.58,96.8,63.88,69.6095
S3402,Omar,Jones,student2402@university.com,Male,24,CS,94.44,60.31,84.38,54.56,51.64,57.559
S3403,Ahmed,Brown,student2403@university.com,Male,21,Engineering,69.03,87.61,51.92,54.38,99.99,70.6545
S3404,John,Smith,student2404@university.com,Female,23,CS,95.43,52.73,64.59,84.12,88.1,72.205
S3405,Ali,Smith,student2405@university.com,Female,22,Mathematics,72.07,84.31,95.47,58.9,66.94,78.984
S3406,Emma,Jones,student2406@university.com,Male,23,CS,87.32,96.9,71.19,95.86,50.96,70.1225
S3407,Omar,Brown,student2407@university.com,Female,20,Business,96.51,40.82,98.03,92.02,81.96,72.29499999999999
S3408,Omar,Brown,student2408@university.com,Male,19,Engineering,95.38,66.42,60.68,65.32,99.35,80.1745
S3409,Liam,Johnson,student2409@university.com,Male,24,Engineering,52.85,78.87,99.87,94.44,85.35,77.41499999999999
S3410,John,Davis,student2410@university.com,Male,20,Business,60.29,82.11,84.88,52.14,54.19,62.776999999999994
S3411,John,Williams,student2411@university.com,Male,22,Mathematics,73.85,50.57,88.82,77.43,70.11,67.252
S3412,Sara,Jones,student2412@university.com,Female,18,Mathematics,71.58,98.33,69.84,96.78,55.46,74.499
S3413,Omar,Williams,student2413@university.com,Male,24,Business,82.04,76.92,95.35,92.77,95.61,86.0555
S3414,Sara,Williams,student2414@university.com,Male,20,Engineering,97.24,49.86,77.27,67.8,66.52,68.423
S3415,Sara,Jones,student2415@university.com,Male,23,CS,55.62,41.23,84.05,59.14,86.67,62.6545
S3416,Emma,Brown,student2416@university.com,Male,24,Mathematics,72.59,87,54.74,60.53,54.23,61.205499999999994
S3417,Sara,Jones,student2417@university.com,Male,23,CS,59.62,44.78,81.58,75.73,56.42,61.0305
S3418,Ahmed,Williams,student2418@university.com,Male,21,Engineering,94.71,48.46,93.95,79.84,83.97,76.254
S3419,Maria,Davis,student2419@university.com,Male,21,CS,98.23,74.49,58.91,51.64,92.17,78.735
S3420,Ali,Davis,student2420@university.com,Female,21,Business,73.94,76.21,86.89,70.68,60.07,65.309
S3421,John,Davis,student2421@university.com,Female,24,Mathematics,55.2,81.21,51.27,91.52,70.92,63.052499999999995
S3422,Ahmed,Brown,student2422@university.com,Female,18,Mathematics,89.26,63.61,96.31,72.22,80.97,71.8335
S3423,Ali,Smith,student2423@university.com,Female,22,Business,84.86,86.43,99.15,58.46,89.81,76.67600000000002
S3424,Omar,Jones,student2424@university.com,Male,24,Business,67.73,98.46,67.71,97.74,81.41,77.05
S3425,Omar,Davis,student2425@university.com,Female,19,Mathematics,94.37,56.27,55.35,63.31,54.77,61.52250000000001
S3426,Omar,Jones,student2426@university.com,Female,23,Mathematics,98.79,82.18,82.93,89.92,77.14,84.51050000000001
S3427,Ahmed,Davis,student2427@university.com,Female,23,Mathematics,77.89,95.71,51.49,59.69,94.23,75.798
S3428,Ahmed,Brown,student2428@university.com,Male,24,Engineering,78.29,81.18,74.12,71.16,93.4,73.891
S3429,John,Smith,student2429@university.com,Female,24,Engineering,64.88,80.87,63.59,74.52,79.25,70.02850000000001
S3430,Maria,Smith,student2430@university.com,Female,22,Engineering,79.23,53.43,73.67,75.03,99.78,71.607
S3431,Liam,Davis,student2431@university.com,Male,18,CS,71.98,72.11,50.91,75.82,55.26,58.26299999999999
S3432,Sara,Brown,student2432@university.com,Female,24,Engineering,65.11,73.75,52.58,61.25,73.93,71.3135
S3433,Omar,Johnson,student2433@university.com,Male,21,Mathematics,53.36,82.01,50.8,75.8,88.76,66.6245
S3434,Emma,Jones,student2434@university.com,Female,22,Engineering,62.64,99.81,80.96,74.09,57.05,77.7545
S3435,Maria,Jones,student2435@university.com,Male,19,Mathematics,59.89,42.02,78,60.44,98.64,71.84899999999999
S3436,Emma,Williams,student2436@university.com,Female,21,Business,77.1,43.91,61.66,99.41,67.7,67.84150000000001
S3437,John,Brown,student2437@university.com,Female,19,CS,80.08,44.68,82.33,93.28,67.51,65.44
S3438,John,Williams,student2438@university.com,Female,20,CS,80.43,84.58,94.21,94.38,60.66,76.75450000000001
S3439,John,Davis,student2439@university.com,Male,19,Business,69.41,48.18,63.87,84.28,64.4,66.22800000000001
S3440,Ali,Williams,student2440@university.com,Female,21,Mathematics,71.06,77.35,91.6,57.99,78.88,72.5705
S3441,Emma,Smith,student2441@university.com,Male,20,CS,91.71,59.48,83.13,78.4,71.47,65.13499999999999
S3442,Maria,Jones,student2442@university.com,Male,21,Engineering,73.81,67.44,51.69,91.07,59.67,72.7625
S3443,Liam,Williams,student2443@university.com,Male,23,Mathematics,99.39,52.94,68.76,51.94,90.46,66.232
S3444,Maria,Smith,student2444@university.com,Male,21,CS,71.98,91.97,75.39,74.79,53.11,67.826
S3445,Ahmed,Brown,student2445@university.com,Female,20,Business,82.48,75.17,86.58,69.81,91.73,76.5675
S3446,Ahmed,Williams,student2446@university.com,Female,19,Mathematics,52.52,96.67,64.36,60.61,63.75,61.823
S3447,Omar,Davis,student2447@university.com,Female,23,CS,82.67,74.48,99.14,68.91,74.8,68.744
S3448,Liam,Davis,student2448@university.com,Male,18,Business,92.57,47.43,84.23,99.17,69.05,64.27850000000001
S3449,Ahmed,Davis,student2449@university.com,Female,18,Mathematics,97.12,50.25,68.64,86.16,78.53,70.8985
S3450,John,Jones,student2450@university.com,Male,18,Engineering,99.87,99.34,54.85,64.98,89.8,74.04650000000001
S3451,Maria,Williams,student2451@university.com,Male,18,Mathematics,64.11,83.53,59.07,80.27,99.47,85.973
S3452,Emma,Brown,student2452@university.com,Male,22,Engineering,78.77,42.96,74.38,62.33,65.3,66.06899999999999
S3453,John,Williams,student2453@university.com,Female,18,Mathematics,72.54,82.23,74.73,80.54,77.69,72.105
S3454,Ali,Jones,student2454@university.com,Female,20,Business,78.19,64.73,88.39,94.81,73.3,75.62899999999999
S3455,Ahmed,Smith,student2455@university.com,Male,24,Engineering,57.87,58.43,86.31,77.84,99.95,83.9575
S3456,John,Jones,student2456@university.com,Female,18,Engineering,92.81,49.24,60.06,86.67,90.45,72.47200000000001
S3457,John,Davis,student2457@university.com,Female,21,Mathematics,95.48,90.39,79.75,72.67,69.85,74.118
S3458,Ali,Smith,student2458@university.com,Male,24,CS,72.48,43.83,51.03,76.21,73.84,67.64699999999999
